0.202148,0.035668,-0.456194,-0.00997469,0.00177667,-0.0139368,0.999852
0.590376,0.38194,-0.618593,-0.0064795,0.00370556,-0.016904,0.999829
0.987173,0.691994,-0.678068,0.000182531,0.00466189,-0.0105778,0.999933
1.42069,0.967214,-0.713046,0.0101043,0.00697471,-0.0106679,0.999868
1.854,0.724237,-0.782569,0.012432,0.00365738,-0.239294,0.970861
1.54633,0.321151,-0.601015,0.00339416,-0.00488786,0.0423804,0.999084
0.972504,0.157778,-0.314812,0.00177789,-0.0025603,0.0378975,0.999277
0.398681,-0.00559435,-0.0286092,0.00016157,-0.000232674,0.0334138,0.999442
-0.177672,-0.155649,-0.0454398,-0.0182463,0.0188201,0.0326706,0.999122
-0.652187,0.0183536,-0.0317666,-0.0376234,0.025215,0.0457711,0.997925
-0.96128,-0.00110547,-0.425165,0.0126174,0.0531443,-0.018254,0.99834
-0.78016,-0.125707,-0.877885,0.00460017,-0.00744208,0.019687,0.999768
-0.279114,-0.109012,-0.882831,0.00516093,-0.0056484,0.0231677,0.999702
0.225905,-0.0836143,-0.878599,0.0031093,-0.00579311,0.0263625,0.999631
0.735225,-0.0602669,-0.873132,0.00284993,-0.00555118,0.0255838,0.999653
1.26405,-0.0446756,-0.864032,0.00217515,-0.0055297,0.0217078,0.999747
1.76872,-0.0261481,-0.863444,0.00156839,-0.00500772,0.0236335,0.999707
2.2688,-0.00243271,-0.86117,0.0022664,-0.00480112,0.0269552,0.999623
2.80028,0.0198229,-0.853048,0.00196979,-0.00556091,0.0238428,0.999698
3.31363,0.0381904,-0.851622,0.0039083,-0.0042064,0.0226151,0.999728
3.82847,0.0771862,-0.846707,0.00400519,-0.00507418,0.0226579,0.999722
4.33226,0.103907,-0.847782,0.0047402,-0.0052684,0.0242684,0.99968
4.83527,0.0954841,-0.844191,0.00382528,-0.00374309,0.0223751,0.999735
5.36807,0.0951148,-0.840118,0.00373264,-0.00528315,0.0213988,0.99975
5.87757,0.124285,-0.837468,0.00409021,-0.0054444,0.0232689,0.999706
6.38443,0.137084,-0.840016,0.00389239,-0.00477284,0.0222071,0.999734
6.89052,0.188742,-0.835809,0.0033602,-0.00557743,0.0267742,0.99962
7.42053,0.228321,-0.827244,0.00349842,-0.00504124,0.027765,0.999596
7.93017,0.234168,-0.828232,0.00376927,-0.00476778,0.0250381,0.999668
8.44599,0.234474,-0.826743,0.00347518,-0.00506633,0.0227062,0.999723
8.96142,0.248826,-0.82569,0.00340854,-0.00465466,0.0223835,0.999733
9.4744,0.231031,-0.824689,0.00321861,-0.00290519,0.0184255,0.999821
9.9996,0.234975,-0.833536,0.00341304,-0.00175403,0.0179635,0.999831
10.5116,0.243271,-0.828911,0.00385554,-0.00123515,0.0187741,0.999816
11.0141,0.249013,-0.827592,0.00391768,-0.000461423,0.0164199,0.999857
10.9929,-0.254197,-0.814239,0.00639062,-0.00306239,-0.0277899,0.999589
10.9272,-0.751297,-0.809554,0.00496495,0.000131523,-0.0505733,0.998708
10.8964,-1.25164,-0.817287,0.00334594,-0.00121851,-0.0726959,0.997348
11.2776,-1.5888,-0.820074,0.00396212,-0.00193611,-0.0780558,0.996939
11.6833,-1.89631,-0.819433,0.00360166,-0.00108117,-0.0743591,0.997224
12.174,-2.01582,-0.817217,0.00462847,-0.00120642,0.0616982,0.998083
12.6765,-2.04491,-0.810308,0.00463342,-0.00334294,0.22295,0.974813
13.1266,-1.82425,-0.808803,0.00219447,-0.00417762,0.294716,0.955573
13.5788,-1.58504,-0.803732,0.00160981,-0.00349037,0.290447,0.956883
14.0273,-1.35126,-0.800134,0.00149435,-0.00367029,0.285946,0.958237
14.4712,-1.10661,-0.798863,0.00221886,-0.0027493,0.288256,0.957547
14.9132,-0.847871,-0.797104,0.00320761,-0.00336922,0.28802,0.957613
15.35,-0.591701,-0.79069,0.00320748,-0.00331075,0.288417,0.957494
15.8023,-0.351473,-0.787315,0.00384511,-0.00397423,0.284502,0.958659
16.221,-0.0695443,-0.787872,0.00345221,-0.00387819,0.286651,0.958021
16.639,0.206327,-0.77997,0.00489312,-0.00323075,0.288527,0.957454
17.074,0.484662,-0.776669,0.00579665,-0.00324546,0.28944,0.957173
17.5054,0.76969,-0.767689,0.00407766,-0.00360188,0.290585,0.956834
17.9464,1.00895,-0.761614,0.00347879,-0.00388992,0.288586,0.95744
18.3782,1.26676,-0.755596,0.00282525,-0.00479871,0.288291,0.957527
18.8498,1.52834,-0.750035,0.00309299,-0.00460857,0.285399,0.958393
19.2837,1.77755,-0.74573,0.0033111,-0.00431797,0.28177,0.959467
19.717,2.05437,-0.739659,0.00328876,-0.00451512,0.28085,0.959735
